Any,Nom mes,Número mes,Data,Regió Policial,Sexe,Edat,Nombre
2020,Gener,1,01/01/2020,RP METROPOLITANA SUD,Dona,15,1
2020,Gener,1,01/01/2020,RP METROPOLITANA NORD,Home,69,1
2020,Gener,1,01/01/2020,RP CENTRAL,Dona,16,1
2020,Gener,1,01/01/2020,RP CAMP DE TARRAGONA,Home,33,1
2020,Gener,1,01/01/2020,RP METROPOLITANA SUD,Dona,15,1
2020,Gener,1,02/01/2020,RP METROPOLITANA NORD,Home,28,1
2020,Gener,1,02/01/2020,RP PONENT,Home,15,1
2020,Gener,1,02/01/2020,RP PONENT,Home,22,1
2020,Gener,1,02/01/2020,RP METROPOLITANA NORD,Dona,79,1
2020,Gener,1,02/01/2020,RP METROPOLITANA NORD,Dona,47,1
2020,Gener,1,02/01/2020,RP GIRONA,Home,17,1
2020,Gener,1,02/01/2020,RP METROPOLITANA NORD,Home,16,1
2020,Gener,1,02/01/2020,RP GIRONA,Home,27,1
2020,Gener,1,02/01/2020,RP GIRONA,Dona,57,1
2020,Gener,1,02/01/2020,RP METROPOLITANA SUD,Home,41,1
2020,Gener,1,02/01/2020,RP GIRONA,Dona,58,1
2020,Gener,1,03/01/2020,RP PONENT,Home,30,1
2020,Gener,1,03/01/2020,RP CAMP DE TARRAGONA,Home,18,1
2020,Gener,1,03/01/2020,RP METROPOLITANA BARCELONA,Dona,32,1
2020,Gener,1,03/01/2020,RP METROPOLITANA SUD,Dona,33,1
2020,Gener,1,03/01/2020,RP CENTRAL,Dona,20,1
2020,Gener,1,03/01/2020,RP TERRES DE L'EBRE,Home,48,1
2020,Gener,1,03/01/2020,RP METROPOLITANA SUD,Home,50,1
2020,Gener,1,03/01/2020,RP CENTRAL,Home,29,1
2020,Gener,1,03/01/2020,RP METROPOLITANA SUD,Home,44,1
2020,Gener,1,03/01/2020,RP METROPOLITANA BARCELONA,Home,45,1
2020,Gener,1,04/01/2020,RP METROPOLITANA NORD,Dona,14,1
2020,Gener,1,04/01/2020,RP TERRES DE L'EBRE,Home,25,1
2020,Gener,1,04/01/2020,RP METROPOLITANA BARCELONA,Home,39,1
2020,Gener,1,04/01/2020,RP METROPOLITANA BARCELONA,Dona,16,1
2020,Gener,1,04/01/2020,RP METROPOLITANA BARCELONA,Dona,17,1
2020,Gener,1,04/01/2020,RP METROPOLITANA BARCELONA,Dona,42,1
2020,Gener,1,04/01/2020,RP METROPOLITANA NORD,Home,82,1
2020,Gener,1,04/01/2020,RP GIRONA,Home,34,1
2020,Gener,1,04/01/2020,RP METROPOLITANA SUD,Home,51,1
2020,Gener,1,04/01/2020,RP METROPOLITANA SUD,Home,88,1
2020,Gener,1,04/01/2020,RP METROPOLITANA SUD,Home,28,1
2020,Gener,1,05/01/2020,RP PONENT,Home,14,1
2020,Gener,1,05/01/2020,RP CAMP DE TARRAGONA,Home,14,1
2020,Gener,1,05/01/2020,RP METROPOLITANA NORD,Dona,17,1
2020,Gener,1,05/01/2020,RP CENTRAL,Dona,16,1
2020,Gener,1,05/01/2020,RP GIRONA,Home,47,1
2020,Gener,1,05/01/2020,RP METROPOLITANA BARCELONA,Home,82,1
2020,Gener,1,05/01/2020,RP METROPOLITANA BARCELONA,Dona,78,1
2020,Gener,1,05/01/2020,RP CAMP DE TARRAGONA,Home,33,1
2020,Gener,1,06/01/2020,RP CAMP DE TARRAGONA,Home,30,1
2020,Gener,1,06/01/2020,RP CAMP DE TARRAGONA,Home,17,1
2020,Gener,1,06/01/2020,RP PONENT,Home,33,1
2020,Gener,1,06/01/2020,RP METROPOLITANA SUD,Home,39,1
2020,Gener,1,06/01/2020,RP METROPOLITANA BARCELONA,Home,16,1
2020,Gener,1,07/01/2020,RP METROPOLITANA NORD,Dona,39,1
2020,Gener,1,07/01/2020,RP GIRONA,Dona,32,1
2020,Gener,1,07/01/2020,RP CAMP DE TARRAGONA,Dona,25,1
2020,Gener,1,07/01/2020,RP METROPOLITANA NORD,Home,16,1
2020,Gener,1,07/01/2020,RP METROPOLITANA SUD,Dona,35,1
2020,Gener,1,07/01/2020,RP METROPOLITANA SUD,Home,39,1
2020,Gener,1,07/01/2020,RP METROPOLITANA NORD,Home,16,1
2020,Gener,1,07/01/2020,RP GIRONA,Dona,42,1
2020,Gener,1,07/01/2020,RP METROPOLITANA NORD,Home,19,1
2020,Gener,1,07/01/2020,RP METROPOLITANA NORD,Home,20,1
2020,Gener,1,07/01/2020,RP METROPOLITANA BARCELONA,Dona,49,1
2020,Gener,1,07/01/2020,RP CENTRAL,Dona,49,1
2020,Gener,1,07/01/2020,RP METROPOLITANA NORD,Dona,15,1
2020,Gener,1,07/01/2020,RP GIRONA,Home,26,1
2020,Gener,1,07/01/2020,RP METROPOLITANA SUD,Home,30,1
2020,Gener,1,08/01/2020,RP METROPOLITANA SUD,Home,68,1
2020,Gener,1,08/01/2020,RP METROPOLITANA SUD,Home,39,1
2020,Gener,1,08/01/2020,RP METROPOLITANA BARCELONA,Home,16,1
2020,Gener,1,08/01/2020,RP METROPOLITANA BARCELONA,Dona,14,1
2020,Gener,1,08/01/2020,RP METROPOLITANA SUD,Home,82,1
2020,Gener,1,08/01/2020,RP GIRONA,Home,37,1
2020,Gener,1,08/01/2020,RP METROPOLITANA NORD,Home,16,1
2020,Gener,1,09/01/2020,RP METROPOLITANA SUD,Dona,53,1
2020,Gener,1,09/01/2020,RP METROPOLITANA SUD,Dona,25,1
2020,Gener,1,09/01/2020,RP METROPOLITANA NORD,Home,32,1
2020,Gener,1,09/01/2020,RP METROPOLITANA NORD,Dona,44,1
2020,Gener,1,09/01/2020,RP METROPOLITANA SUD,Home,21,1
2020,Gener,1,09/01/2020,RP CENTRAL,Home,20,1
2020,Gener,1,09/01/2020,RP METROPOLITANA SUD,Home,54,1
2020,Gener,1,09/01/2020,RP PONENT,Dona,16,1
2020,Gener,1,09/01/2020,RP METROPOLITANA BARCELONA,Dona,13,1
2020,Gener,1,09/01/2020,RP CAMP DE TARRAGONA,Dona,15,1
2020,Gener,1,09/01/2020,RP METROPOLITANA SUD,Dona,54,1
2020,Gener,1,09/01/2020,RP METROPOLITANA SUD,Home,36,1
2020,Gener,1,09/01/2020,RP GIRONA,Home,23,1
2020,Gener,1,10/01/2020,RP CAMP DE TARRAGONA,Dona,32,1
2020,Gener,1,10/01/2020,RP METROPOLITANA SUD,Dona,20,1
2020,Gener,1,10/01/2020,RP METROPOLITANA SUD,Dona,75,1
2020,Gener,1,10/01/2020,RP METROPOLITANA BARCELONA,Home,16,1
2020,Gener,1,10/01/2020,RP METROPOLITANA SUD,Dona,15,1
2020,Gener,1,10/01/2020,RP METROPOLITANA BARCELONA,Home,46,1
2020,Gener,1,11/01/2020,RP CAMP DE TARRAGONA,Home,29,1
2020,Gener,1,11/01/2020,RP METROPOLITANA SUD,Dona,35,1
2020,Gener,1,11/01/2020,RP METROPOLITANA SUD,Home,39,1
2020,Gener,1,11/01/2020,RP METROPOLITANA NORD,Home,62,1
2020,Gener,1,11/01/2020,RP METROPOLITANA NORD,Dona,15,1
2020,Gener,1,11/01/2020,RP METROPOLITANA BARCELONA,Dona,74,1
2020,Gener,1,11/01/2020,RP METROPOLITANA SUD,Dona,26,1
2020,Gener,1,11/01/2020,RP CENTRAL,Home,24,1
2020,Gener,1,11/01/2020,RP CENTRAL,Dona,29,1
2020,Gener,1,11/01/2020,RP CAMP DE TARRAGONA,Home,33,1
2020,Gener,1,12/01/2020,RP METROPOLITANA SUD,Home,48,1
2020,Gener,1,12/01/2020,RP METROPOLITANA NORD,Home,41,1
2020,Gener,1,12/01/2020,RP CENTRAL,Home,37,1
2020,Gener,1,12/01/2020,RP METROPOLITANA NORD,Dona,16,1
2020,Gener,1,12/01/2020,RP CAMP DE TARRAGONA,Dona,15,1
2020,Gener,1,13/01/2020,RP METROPOLITANA SUD,Dona,63,1
2020,Gener,1,13/01/2020,RP METROPOLITANA NORD,Dona,49,1
2020,Gener,1,13/01/2020,RP CAMP DE TARRAGONA,Home,61,1
2020,Gener,1,13/01/2020,RP METROPOLITANA BARCELONA,Dona,88,1
2020,Gener,1,13/01/2020,RP METROPOLITANA SUD,Home,30,1
2020,Gener,1,13/01/2020,RP METROPOLITANA NORD,Home,22,1
2020,Gener,1,13/01/2020,RP PONENT,Home,66,1
2020,Gener,1,13/01/2020,RP METROPOLITANA NORD,Dona,15,1
2020,Gener,1,13/01/2020,RP METROPOLITANA NORD,Dona,34,1
2020,Gener,1,14/01/2020,RP METROPOLITANA BARCELONA,Home,66,1
2020,Gener,1,14/01/2020,RP METROPOLITANA SUD,Home,44,1
2020,Gener,1,14/01/2020,RP PONENT,Dona,35,1
2020,Gener,1,14/01/2020,RP CENTRAL,Home,25,1
2020,Gener,1,14/01/2020,RP PONENT,Home,13,1
2020,Gener,1,14/01/2020,RP PONENT,Home,14,1
2020,Gener,1,14/01/2020,RP METROPOLITANA SUD,Dona,45,1
2020,Gener,1,14/01/2020,RP METROPOLITANA NORD,Home,28,1
2020,Gener,1,14/01/2020,RP PONENT,Dona,14,1
2020,Gener,1,14/01/2020,RP METROPOLITANA NORD,Home,29,1
2020,Gener,1,14/01/2020,RP CAMP DE TARRAGONA,Dona,12,1
2020,Gener,1,15/01/2020,RP GIRONA,Home,40,1
2020,Gener,1,15/01/2020,RP METROPOLITANA NORD,Home,15,1
2020,Gener,1,15/01/2020,RP METROPOLITANA SUD,Home,54,1
2020,Gener,1,15/01/2020,RP METROPOLITANA SUD,Dona,17,1
2020,Gener,1,15/01/2020,RP CAMP DE TARRAGONA,Home,33,1
2020,Gener,1,15/01/2020,RP GIRONA,Dona,42,1
2020,Gener,1,15/01/2020,RP GIRONA,Dona,15,1
2020,Gener,1,15/01/2020,RP METROPOLITANA NORD,Dona,17,1
2020,Gener,1,15/01/2020,RP METROPOLITANA NORD,Home,31,1
2020,Gener,1,15/01/2020,RP GIRONA,Dona,13,1
2020,Gener,1,15/01/2020,RP GIRONA,Dona,15,1
2020,Gener,1,15/01/2020,RP METROPOLITANA BARCELONA,Home,16,1
2020,Gener,1,15/01/2020,RP METROPOLITANA NORD,Home,16,1
2020,Gener,1,15/01/2020,RP METROPOLITANA NORD,Home,15,1
2020,Gener,1,15/01/2020,RP GIRONA,Home,19,1
2020,Gener,1,15/01/2020,RP METROPOLITANA SUD,Home,25,1
2020,Gener,1,15/01/2020,RP METROPOLITANA SUD,Home,44,1
2020,Gener,1,16/01/2020,RP CAMP DE TARRAGONA,Dona,62,1
2020,Gener,1,16/01/2020,RP METROPOLITANA NORD,Home,13,1
2020,Gener,1,16/01/2020,RP METROPOLITANA NORD,Dona,62,1
2020,Gener,1,16/01/2020,RP METROPOLITANA NORD,Home,22,1
2020,Gener,1,16/01/2020,RP METROPOLITANA BARCELONA,Home,47,1
2020,Gener,1,16/01/2020,RP METROPOLITANA BARCELONA,Home,62,1
2020,Gener,1,16/01/2020,RP METROPOLITANA NORD,Dona,16,1
2020,Gener,1,17/01/2020,RP METROPOLITANA NORD,Dona,17,1
2020,Gener,1,17/01/2020,RP CAMP DE TARRAGONA,Home,72,1
2020,Gener,1,17/01/2020,RP METROPOLITANA SUD,Home,42,1
2020,Gener,1,17/01/2020,RP CAMP DE TARRAGONA,Home,35,1
2020,Gener,1,17/01/2020,RP METROPOLITANA BARCELONA,Home,17,1
2020,Gener,1,17/01/2020,RP GIRONA,Dona,36,1
2020,Gener,1,17/01/2020,RP METROPOLITANA SUD,Home,15,1
2020,Gener,1,17/01/2020,RP GIRONA,Dona,15,1
2020,Gener,1,17/01/2020,RP METROPOLITANA BARCELONA,Dona,22,1
2020,Gener,1,17/01/2020,RP CAMP DE TARRAGONA,Dona,9,1
2020,Gener,1,17/01/2020,RP PONENT,Dona,14,1
2020,Gener,1,17/01/2020,RP METROPOLITANA SUD,Home,69,1
2020,Gener,1,17/01/2020,RP METROPOLITANA NORD,Dona,32,1
2020,Gener,1,17/01/2020,RP METROPOLITANA BARCELONA,Home,15,1
2020,Gener,1,17/01/2020,RP GIRONA,Home,44,1
2020,Gener,1,17/01/2020,RP METROPOLITANA NORD,Dona,13,1
2020,Gener,1,18/01/2020,RP METROPOLITANA NORD,Dona,18,1
2020,Gener,1,18/01/2020,RP METROPOLITANA SUD,Home,48,1
2020,Gener,1,18/01/2020,RP GIRONA,Dona,16,1
2020,Gener,1,18/01/2020,RP GIRONA,Home,44,1
2020,Gener,1,18/01/2020,RP PONENT,Home,16,1
2020,Gener,1,18/01/2020,RP METROPOLITANA NORD,Dona,14,1
2020,Gener,1,19/01/2020,RP METROPOLITANA SUD,Home,50,1
2020,Gener,1,19/01/2020,RP CAMP DE TARRAGONA,Home,34,1
2020,Gener,1,19/01/2020,RP METROPOLITANA BARCELONA,Home,19,1
2020,Gener,1,19/01/2020,RP METROPOLITANA BARCELONA,Home,16,1
2020,Gener,1,19/01/2020,RP CAMP DE TARRAGONA,Home,52,1
2020,Gener,1,19/01/2020,RP CENTRAL,Dona,14,1
2020,Gener,1,19/01/2020,RP PONENT,Dona,14,1
2020,Gener,1,20/01/2020,RP CAMP DE TARRAGONA,Home,45,1
2020,Gener,1,20/01/2020,RP METROPOLITANA SUD,Home,22,1
2020,Gener,1,20/01/2020,RP METROPOLITANA BARCELONA,Home,37,1
2020,Gener,1,20/01/2020,RP METROPOLITANA BARCELONA,Home,30,1
2020,Gener,1,20/01/2020,RP METROPOLITANA BARCELONA,Dona,52,1
2020,Gener,1,20/01/2020,RP CAMP DE TARRAGONA,Home,16,1
2020,Gener,1,20/01/2020,RP METROPOLITANA BARCELONA,Dona,52,1
2020,Gener,1,20/01/2020,RP METROPOLITANA BARCELONA,Home,48,1
2020,Gener,1,21/01/2020,RP METROPOLITANA SUD,Home,50,1
2020,Gener,1,21/01/2020,RP CAMP DE TARRAGONA,Home,72,1
2020,Gener,1,21/01/2020,RP CENTRAL,Home,36,1
2020,Gener,1,21/01/2020,RP METROPOLITANA NORD,Dona,24,1
2020,Gener,1,21/01/2020,RP TERRES DE L'EBRE,Dona,14,1
2020,Gener,1,21/01/2020,RP GIRONA,Home,42,1
2020,Gener,1,21/01/2020,RP PONENT,Dona,50,1
2020,Gener,1,21/01/2020,RP TERRES DE L'EBRE,Home,15,1
2020,Gener,1,21/01/2020,RP METROPOLITANA NORD,Home,41,1
2020,Gener,1,21/01/2020,RP METROPOLITANA NORD,Home,16,1
2020,Gener,1,21/01/2020,RP PONENT,Home,32,1
2020,Gener,1,21/01/2020,RP METROPOLITANA NORD,Home,43,1
2020,Gener,1,21/01/2020,RP PONENT,Home,17,1
2020,Gener,1,21/01/2020,RP METROPOLITANA NORD,Home,19,1
2020,Gener,1,21/01/2020,RP METROPOLITANA BARCELONA,Dona,24,1
2020,Gener,1,21/01/2020,RP METROPOLITANA SUD,Dona,16,1
2020,Gener,1,21/01/2020,RP METROPOLITANA BARCELONA,Dona,15,1
2020,Gener,1,22/01/2020,RP METROPOLITANA SUD,Dona,16,1
2020,Gener,1,22/01/2020,RP PONENT,Dona,21,1
2020,Gener,1,22/01/2020,RP METROPOLITANA NORD,Home,19,1
2020,Gener,1,22/01/2020,RP METROPOLITANA BARCELONA,Dona,15,1
2020,Gener,1,22/01/2020,RP GIRONA,Dona,15,1
2020,Gener,1,22/01/2020,RP CAMP DE TARRAGONA,Dona,15,1
2020,Gener,1,23/01/2020,RP METROPOLITANA SUD,Home,29,1
2020,Gener,1,23/01/2020,RP METROPOLITANA SUD,Home,43,1
2020,Gener,1,23/01/2020,RP METROPOLITANA NORD,Home,38,1
2020,Gener,1,23/01/2020,RP METROPOLITANA NORD,Home,32,1
2020,Gener,1,23/01/2020,RP CAMP DE TARRAGONA,Home,14,1
2020,Gener,1,23/01/2020,RP PONENT,Home,26,1
2020,Gener,1,23/01/2020,RP CAMP DE TARRAGONA,Home,34,1
2020,Gener,1,23/01/2020,RP GIRONA,Home,26,1
2020,Gener,1,23/01/2020,RP METROPOLITANA SUD,Dona,14,1
2020,Gener,1,24/01/2020,RP METROPOLITANA NORD,Dona,16,1
2020,Gener,1,24/01/2020,RP METROPOLITANA BARCELONA,Home,27,1
2020,Gener,1,24/01/2020,RP METROPOLITANA NORD,Dona,14,1
2020,Gener,1,24/01/2020,RP METROPOLITANA BARCELONA,Home,41,1
2020,Gener,1,24/01/2020,RP GIRONA,Home,17,1
2020,Gener,1,24/01/2020,RP METROPOLITANA NORD,Dona,31,1
2020,Gener,1,24/01/2020,RP METROPOLITANA NORD,Dona,17,1
2020,Gener,1,24/01/2020,RP METROPOLITANA NORD,Home,28,1
2020,Gener,1,24/01/2020,RP METROPOLITANA NORD,Dona,45,1
2020,Gener,1,24/01/2020,RP METROPOLITANA SUD,Dona,86,1
2020,Gener,1,24/01/2020,RP CENTRAL,Home,51,1
2020,Gener,1,24/01/2020,RP PONENT,Home,34,1
2020,Gener,1,24/01/2020,RP METROPOLITANA SUD,Dona,49,1
2020,Gener,1,24/01/2020,RP METROPOLITANA NORD,Dona,16,1
2020,Gener,1,24/01/2020,RP TERRES DE L'EBRE,Home,27,1
2020,Gener,1,24/01/2020,RP METROPOLITANA SUD,Dona,16,1
2020,Gener,1,25/01/2020,RP CAMP DE TARRAGONA,Home,67,1
2020,Gener,1,25/01/2020,RP METROPOLITANA NORD,Dona,16,1
2020,Gener,1,25/01/2020,RP METROPOLITANA NORD,Dona,14,1
2020,Gener,1,25/01/2020,RP CAMP DE TARRAGONA,Home,13,1
2020,Gener,1,25/01/2020,RP METROPOLITANA SUD,Home,25,1
2020,Gener,1,25/01/2020,RP METROPOLITANA SUD,Home,54,1
2020,Gener,1,25/01/2020,RP GIRONA,Home,27,1
2020,Gener,1,25/01/2020,RP GIRONA,Home,17,1
2020,Gener,1,25/01/2020,RP CENTRAL,Dona,16,1
2020,Gener,1,25/01/2020,RP METROPOLITANA NORD,Home,44,1
2020,Gener,1,25/01/2020,RP METROPOLITANA SUD,Dona,15,1
2020,Gener,1,25/01/2020,RP METROPOLITANA BARCELONA,Home,43,1
2020,Gener,1,25/01/2020,RP PONENT,Home,26,1
2020,Gener,1,25/01/2020,RP PONENT,Dona,16,1
2020,Gener,1,25/01/2020,RP TERRES DE L'EBRE,Dona,13,1
2020,Gener,1,26/01/2020,RP CAMP DE TARRAGONA,Home,45,1
2020,Gener,1,26/01/2020,RP METROPOLITANA SUD,Home,22,1
2020,Gener,1,26/01/2020,RP TERRES DE L'EBRE,Home,70,1
2020,Gener,1,26/01/2020,RP METROPOLITANA BARCELONA,Home,16,1
2020,Gener,1,26/01/2020,RP METROPOLITANA NORD,Home,15,1
2020,Gener,1,26/01/2020,RP CAMP DE TARRAGONA,Dona,12,1
2020,Gener,1,27/01/2020,RP METROPOLITANA SUD,Home,48,1
2020,Gener,1,27/01/2020,RP METROPOLITANA SUD,Dona,14,1
2020,Gener,1,27/01/2020,RP METROPOLITANA BARCELONA,Dona,66,1
2020,Gener,1,27/01/2020,RP METROPOLITANA NORD,Home,19,1
2020,Gener,1,27/01/2020,RP METROPOLITANA SUD,Dona,36,1
2020,Gener,1,27/01/2020,RP CENTRAL,Home,17,1
2020,Gener,1,27/01/2020,RP CENTRAL,Home,36,1
2020,Gener,1,27/01/2020,RP CAMP DE TARRAGONA,Home,60,1
2020,Gener,1,27/01/2020,RP CAMP DE TARRAGONA,Home,25,1
2020,Gener,1,27/01/2020,RP METROPOLITANA SUD,Dona,47,1
2020,Gener,1,27/01/2020,RP METROPOLITANA BARCELONA,Dona,16,1
2020,Gener,1,27/01/2020,RP METROPOLITANA SUD,Home,12,1
2020,Gener,1,28/01/2020,RP METROPOLITANA NORD,Dona,15,1
2020,Gener,1,28/01/2020,RP METROPOLITANA BARCELONA,Home,25,1
2020,Gener,1,28/01/2020,RP METROPOLITANA BARCELONA,Dona,37,1
2020,Gener,1,28/01/2020,RP METROPOLITANA SUD,Dona,35,1
2020,Gener,1,28/01/2020,RP METROPOLITANA NORD,Home,13,1
2020,Gener,1,28/01/2020,RP METROPOLITANA SUD,Home,18,1
2020,Gener,1,28/01/2020,RP PONENT,Home,34,1
2020,Gener,1,28/01/2020,RP METROPOLITANA NORD,Dona,22,1
2020,Gener,1,28/01/2020,RP GIRONA,Dona,17,1
2020,Gener,1,28/01/2020,RP GIRONA,Dona,14,1
2020,Gener,1,28/01/2020,RP METROPOLITANA SUD,Home,54,1
2020,Gener,1,28/01/2020,RP METROPOLITANA NORD,Dona,16,1
2020,Gener,1,28/01/2020,RP GIRONA,Home,46,1
2020,Gener,1,28/01/2020,RP PONENT,Home,36,1
2020,Gener,1,28/01/2020,RP METROPOLITANA SUD,Dona,26,1
2020,Gener,1,29/01/2020,RP TERRES DE L'EBRE,Home,39,1
2020,Gener,1,29/01/2020,RP METROPOLITANA NORD,Home,74,1
2020,Gener,1,29/01/2020,RP CAMP DE TARRAGONA,Home,36,1
2020,Gener,1,29/01/2020,RP METROPOLITANA NORD,Dona,17,1
2020,Gener,1,29/01/2020,RP METROPOLITANA NORD,Dona,20,1
2020,Gener,1,29/01/2020,RP CAMP DE TARRAGONA,Dona,25,1
2020,Gener,1,29/01/2020,RP METROPOLITANA BARCELONA,Dona,20,1
2020,Gener,1,29/01/2020,RP METROPOLITANA BARCELONA,Home,27,1
2020,Gener,1,29/01/2020,RP METROPOLITANA SUD,Home,50,1
2020,Gener,1,29/01/2020,RP METROPOLITANA SUD,Home,48,1
2020,Gener,1,29/01/2020,RP METROPOLITANA BARCELONA,Dona,13,1
2020,Gener,1,29/01/2020,RP METROPOLITANA BARCELONA,Home,39,1
2020,Gener,1,29/01/2020,RP METROPOLITANA NORD,Dona,16,1
2020,Gener,1,30/01/2020,RP METROPOLITANA BARCELONA,Home,13,1
2020,Gener,1,30/01/2020,RP METROPOLITANA NORD,Home,24,1
2020,Gener,1,30/01/2020,RP CENTRAL,Dona,14,1
2020,Gener,1,30/01/2020,RP METROPOLITANA SUD,Dona,35,1
2020,Gener,1,30/01/2020,RP GIRONA,Dona,41,1
2020,Gener,1,30/01/2020,RP METROPOLITANA BARCELONA,Home,15,1
2020,Gener,1,30/01/2020,RP CAMP DE TARRAGONA,Home,14,1
2020,Gener,1,30/01/2020,RP METROPOLITANA SUD,Home,50,1
2020,Gener,1,30/01/2020,RP PONENT,Home,47,1
2020,Gener,1,30/01/2020,RP METROPOLITANA BARCELONA,Dona,14,1
2020,Gener,1,30/01/2020,RP METROPOLITANA BARCELONA,Dona,52,1
2020,Gener,1,30/01/2020,RP METROPOLITANA SUD,Home,17,1
2020,Gener,1,30/01/2020,RP CAMP DE TARRAGONA,Home,30,1
2020,Gener,1,30/01/2020,RP METROPOLITANA BARCELONA,Dona,43,1
2020,Gener,1,30/01/2020,RP METROPOLITANA SUD,Dona,43,1
2020,Gener,1,31/01/2020,RP METROPOLITANA NORD,Dona,42,1
2020,Gener,1,31/01/2020,RP METROPOLITANA NORD,Home,16,1
2020,Gener,1,31/01/2020,RP GIRONA,Dona,16,1
2020,Gener,1,31/01/2020,RP METROPOLITANA BARCELONA,Dona,27,1
2020,Gener,1,31/01/2020,RP METROPOLITANA BARCELONA,Dona,28,1
2020,Gener,1,31/01/2020,RP METROPOLITANA SUD,Home,12,1
2020,Gener,1,31/01/2020,RP METROPOLITANA SUD,Home,35,1
2020,Gener,1,31/01/2020,RP GIRONA,Dona,17,1
2020,Gener,1,31/01/2020,RP METROPOLITANA SUD,Home,27,1
2020,Gener,1,31/01/2020,RP PONENT,Home,10,1
2020,Gener,1,31/01/2020,RP METROPOLITANA SUD,Dona,59,1
2020,Febrer,2,01/02/2020,RP CENTRAL,Dona,14,1
2020,Febrer,2,01/02/2020,RP METROPOLITANA SUD,Home,16,1
2020,Febrer,2,01/02/2020,RP GIRONA,Home,17,1
2020,Gener,1,31/01/2020,RP METROPOLITANA NORD,Home,36,1
2020,Febrer,2,01/02/2020,RP GIRONA,Home,38,1
2020,Febrer,2,01/02/2020,RP CENTRAL,Dona,48,1
2020,Febrer,2,01/02/2020,RP CENTRAL,Home,20,1
2020,Febrer,2,01/02/2020,RP METROPOLITANA SUD,Home,14,1
2020,Febrer,2,01/02/2020,RP METROPOLITANA NORD,Home,50,1
2020,Febrer,2,01/02/2020,RP METROPOLITANA SUD,Home,26,1
2020,Febrer,2,01/02/2020,RP CAMP DE TARRAGONA,Dona,15,1
2020,Febrer,2,02/02/2020,RP CAMP DE TARRAGONA,Dona,13,1
2020,Febrer,2,02/02/2020,RP METROPOLITANA BARCELONA,Dona,15,1
2020,Febrer,2,02/02/2020,RP METROPOLITANA BARCELONA,Home,87,1
2020,Febrer,2,02/02/2020,RP GIRONA,Dona,40,1
2020,Febrer,2,02/02/2020,RP METROPOLITANA BARCELONA,Dona,15,1
2020,Febrer,2,02/02/2020,RP CENTRAL,Home,16,1
2020,Febrer,2,02/02/2020,RP GIRONA,Home,50,1
2020,Febrer,2,02/02/2020,RP METROPOLITANA SUD,Home,26,1
2020,Febrer,2,02/02/2020,RP METROPOLITANA BARCELONA,Home,21,1
2020,Febrer,2,03/02/2020,RP METROPOLITANA SUD,Home,29,1
2020,Febrer,2,03/02/2020,RP METROPOLITANA NORD,Dona,31,1
2020,Febrer,2,03/02/2020,RP CENTRAL,Home,17,1
2020,Febrer,2,03/02/2020,RP METROPOLITANA BARCELONA,Home,30,1
2020,Febrer,2,03/02/2020,RP METROPOLITANA BARCELONA,Home,16,1
2020,Febrer,2,03/02/2020,RP TERRES DE L'EBRE,Dona,13,1
2020,Febrer,2,03/02/2020,RP GIRONA,Dona,14,1
2020,Febrer,2,03/02/2020,RP GIRONA,Home,13,1
2020,Febrer,2,03/02/2020,RP METROPOLITANA NORD,Home,15,1
2020,Febrer,2,03/02/2020,RP CAMP DE TARRAGONA,Home,63,1
2020,Febrer,2,03/02/2020,RP METROPOLITANA NORD,Home,49,1
2020,Febrer,2,03/02/2020,RP PONENT,Home,34,1
2020,Febrer,2,03/02/2020,RP METROPOLITANA SUD,Home,32,1
2020,Febrer,2,03/02/2020,RP CAMP DE TARRAGONA,Dona,15,1
2020,Febrer,2,03/02/2020,RP CAMP DE TARRAGONA,Home,16,1
2020,Febrer,2,03/02/2020,RP METROPOLITANA SUD,Dona,15,1
2020,Febrer,2,03/02/2020,RP GIRONA,Dona,16,1
2020,Febrer,2,03/02/2020,RP METROPOLITANA BARCELONA,Home,33,1
2020,Febrer,2,03/02/2020,RP CENTRAL,Dona,21,1
2020,Febrer,2,03/02/2020,RP METROPOLITANA BARCELONA,Home,27,1
2020,Febrer,2,04/02/2020,RP METROPOLITANA BARCELONA,Dona,13,1
2020,Febrer,2,04/02/2020,RP METROPOLITANA SUD,Home,52,1
2020,Febrer,2,04/02/2020,RP METROPOLITANA NORD,Home,15,1
2020,Febrer,2,04/02/2020,RP GIRONA,Dona,15,1
2020,Febrer,2,04/02/2020,RP METROPOLITANA SUD,Home,43,1
2020,Febrer,2,04/02/2020,RP TERRES DE L'EBRE,Dona,14,1
2020,Febrer,2,04/02/2020,RP METROPOLITANA SUD,Home,36,1
2020,Febrer,2,04/02/2020,RP METROPOLITANA SUD,Home,27,1
2020,Febrer,2,04/02/2020,RP METROPOLITANA BARCELONA,Dona,16,1
2020,Febrer,2,04/02/2020,RP CAMP DE TARRAGONA,Home,13,1
2020,Febrer,2,04/02/2020,RP CENTRAL,Home,17,1
2020,Febrer,2,04/02/2020,RP METROPOLITANA NORD,Dona,29,1
2020,Febrer,2,04/02/2020,RP METROPOLITANA BARCELONA,Dona,19,1
2020,Febrer,2,04/02/2020,RP GIRONA,Dona,15,1
2020,Febrer,2,04/02/2020,RP METROPOLITANA BARCELONA,Dona,13,1
2020,Febrer,2,04/02/2020,RP METROPOLITANA NORD,Dona,59,1
